PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
14.11-3	chrX	69675656	69677100	+	4322	NA	intron (NM_008032, intron 3 of 19)	ORR1E|LTR|ERVL-MaLR	-268903	NM_029316	75509	Mm.233475	NM_029316	ENSMUSG00000059690	1700020N15Rik	-	RIKEN cDNA 1700020N15 gene	protein-coding
8.76-2	chr6	117540790	117547640	+	4321	NA	Intergenic	L1MA4|LINE|L1	48980	NR_152214	100126203	Mm.217172	NR_152214		6820426E19Rik	Gm43983	RIKEN cDNA 6820426E19 gene	ncRNA
10.65-2	chr17	22656844	22668565	+	4320	NA	Intergenic	L1Md_F2|LINE|L1	-11694	NM_001362121	100534296	Mm.390939	NM_001362121		Gm9805	-	predicted gene 9805	protein-coding
19.62-2	chr7	84457333	84458338	+	4319	NA	Intergenic	Intergenic	-47797	NM_007488	11864	Mm.38594	NM_007488	ENSMUSG00000015709	Arnt2	Hif-2b|bHLHe1|mKIAA0307	aryl hydrocarbon receptor nuclear translocator 2	protein-coding
5.35-2	chr12	87064048	87065857	+	4318	NA	intron (NM_001361705, intron 6 of 23)	L1M5|LINE|L1	37587	NM_022414	64242	Mm.41395	NM_022414	ENSMUSG00000021032	Ngb	-	neuroglobin	protein-coding
87.43	chr10	100092164	100097813	+	4317	NA	intron (NM_013598, intron 9 of 9)	intron (NM_013598, intron 9 of 9)	79167	NM_013598	17311	Mm.45124	NM_013598	ENSMUSG00000019966	Kitl	Clo|Con|Gb|Kitlg|Mgf|SCF|SF|SLF|Sl|blz|contrasted	kit ligand	protein-coding
10.6	chr3	158705620	158707137	+	4316	NA	Intergenic	ORR1B1|LTR|ERVL-MaLR	-144617	NM_001291453	242274	Mm.132162	NM_001081358	ENSMUSG00000028176	Lrrc7	AK122498|densin|mKIAA1365	leucine rich repeat containing 7	protein-coding
29.67-2	chr17	32244368	32247869	+	4315	NA	intron (NM_198094, intron 2 of 12)	intron (NM_198094, intron 2 of 12)	4198	NR_102329	100043434		NR_102329		Gm4432	-	predicted gene 4432	pseudo
19.95-3	chr1	23567498	23568474	+	4314	NA	Intergenic	ID_B1|SINE|B4	-6601	NR_151529	105243890	Mm.383635	NR_151529		Gm28822	-	predicted gene 28822	ncRNA
19.77-3	chr8	123989793	123996532	+	4313	NA	Intergenic	Intergenic	-10040	NM_019552	56199	Mm.274243	NM_019552	ENSMUSG00000031974	Abcb10	Abc-me|Abcb12	ATP-binding cassette, sub-family B (MDR/TAP), member 10	protein-coding
8.65-2	chr2	126079874	126082842	+	4312	NA	intron (NM_008008, intron 2 of 3)	Lx|LINE|L1	46700	NM_008008	14178	Mm.330557	NM_008008	ENSMUSG00000027208	Fgf7	Kgf	fibroblast growth factor 7	protein-coding
14.48	chr4	29809599	29813659	+	4311	NA	Intergenic	L1_Mur3|LINE|L1	743550	NR_151693	102634169		NR_151693		Gm11917	-	predicted gene 11917	ncRNA
40.79	chr1	127389652	127391657	+	4310	NA	intron (NM_145128, intron 9 of 17)	intron (NM_145128, intron 9 of 17)	185668	NM_145128	107895	Mm.214682	NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding
18.04	chr10	96865621	96867774	+	4309	NA	Intergenic	Intergenic	-169071	NR_045358	75301	Mm.108650	NR_045358	ENSMUSG00000111924	4930556N09Rik	-	RIKEN cDNA 4930556N09 gene	ncRNA
28.69	chr14	64815903	64818709	+	4308	NA	intron (NM_001347627, intron 9 of 10)	intron (NM_001347627, intron 9 of 10)	132551	NM_177338	219150	Mm.344074	NM_177338	ENSMUSG00000021972	Hmbox1	AI451877|AI604847|F830020C16Rik	homeobox containing 1	protein-coding
23.41	chr15	23438936	23440181	+	4307	NA	intron (NM_001081299, intron 9 of 11)	intron (NM_001081299, intron 9 of 11)	403095	NM_001081299	320865	Mm.241965	NM_001081299	ENSMUSG00000040420	Cdh18	B230220E17Rik|Cdh14l|Tg(GFAP-APOE_i4)1Hol	cadherin 18	protein-coding
9.55	chr8	8801686	8805111	+	4306	NA	Intergenic	Intergenic	-112861	NM_176849	234023	Mm.251655	NM_176849	ENSMUSG00000040459	Arglu1	9430010O03Rik|C130008N12	arginine and glutamate rich 1	protein-coding
17.46	chr14	84019051	84023136	+	4305	NA	Intergenic	Lx3B|LINE|L1	54197	NR_153783	102635012	Mm.399509	NR_153783	ENSMUSG00000115043	Gm32455	-	predicted gene, 32455	ncRNA
20.32	chr2	132639914	132641358	+	4304	NA	intron (NR_033468, intron 4 of 5)	intron (NR_033468, intron 4 of 5)	42440	NR_033469	767814	Mm.371752	NR_033468	ENSMUSG00000074783	AU019990	-	expressed sequence AU019990	ncRNA
34.51-2	chr18	75893306	75895635	+	4303	NA	intron (NM_145356, intron 1 of 4)	intron (NM_145356, intron 1 of 4)	74292	NM_145356	207259	Mm.159332	NM_145356	ENSMUSG00000044646	Zbtb7c	B230208J24Rik|Kr-pok|Zbtb36	zinc finger and BTB domain containing 7C	protein-coding
8.34-2	chr10	81015397	81016921	+	4302	NA	Intergenic	RMER12|LTR|ERVK	-1234	NM_010319	14708	Mm.222496	NM_010319	ENSMUSG00000048240	Gng7	AI840417	guanine nucleotide binding protein (G protein), gamma 7	protein-coding
6.06	chr9	65129257	65129684	+	4301	NA	intron (NM_020043, intron 12 of 19)	L2a|LINE|L2	-11684	NM_001357257	19289	Mm.41529	NM_008988	ENSMUSG00000032394	Igdcc3	2810401C09Rik|AI851425|Punc|WI-14920	immunoglobulin superfamily, DCC subclass, member 3	protein-coding
6.14	chr3	112953915	112955741	+	4300	NA	Intergenic	Lx9|LINE|L1	201899	NM_001190404	545562	Mm.462977	NM_001190403		Amy2b	Amy-X|Amy2|Amy2-2|Amy2a|PA|mAmy2-1	amylase 2b	protein-coding
43.19	chr15	25979676	25980235	+	4299	NA	Intergenic	L1_Mus2|LINE|L1	-4411	NM_144523	52521	Mm.29145	NM_144523	ENSMUSG00000052253	Zfp622	1110033B05Rik|D15Ertd806e|ZPR9|Znf622	zinc finger protein 622	protein-coding
3.37	chr14	77493531	77502912	+	4298	NA	intron (NR_033141, intron 3 of 5)	intron (NR_033141, intron 3 of 5)	8647	NR_033141	629678	Mm.390721	NM_001037935	ENSMUSG00000067973	Gm6994	EG629678	predicted gene 6994	ncRNA
7.83-3	chr18	39671638	39671949	+	4297	NA	Intergenic	B1_Mur2|SINE|Alu	-101704	NM_011033	18459	Mm.9493	NM_011033	ENSMUSG00000051732	Pabpc2	Pabp|Pabp+|Pabp2	poly(A) binding protein, cytoplasmic 2	protein-coding
28.67-2	chr8	95351768	95359974	+	4296	NA	intron (NM_008609, intron 1 of 9)	intron (NM_008609, intron 1 of 9)	3575	NM_008609	17388	Mm.217116	NM_008609	ENSMUSG00000031790	Mmp15	AI503551|MT-MMP 2|MT2-MMP	matrix metallopeptidase 15	protein-coding
16.59	chr8	69627627	69637092	+	4295	NA	Intergenic	B3|SINE|B2	-6811	NM_172754	234362	Mm.458487	NM_172754	ENSMUSG00000060427	Zfp868	AI449175|AW108241|C530032E20|mszf62	zinc finger protein 868	protein-coding
7.38	chr3	39856272	39857421	+	4294	NA	Intergenic	Intergenic	666066	NR_040445	100040882	Mm.272869	NR_040445	ENSMUSG00000037884	1700017G19Rik	-	RIKEN cDNA 1700017G19 gene	ncRNA
22.5	chr10	95632939	95633678	+	4293	NA	Intergenic	Intergenic	-69162	NM_001358996	71207	Mm.24397	NM_027722	ENSMUSG00000020029	Nudt4	4933436C10Rik|DIPP-2|DIPP2|DIPP2alpha|DIPP2beta|HDCMB47P	nudix (nucleoside diphosphate linked moiety X)-type motif 4	protein-coding
16.93	chr2	30063513	30071713	+	4292	NA	intron (NM_001204875, intron 1 of 7)	intron (NM_001204875, intron 1 of 7)	1139	NM_001204875	56086	Mm.326055	NM_023871	ENSMUSG00000054766	Set	2610030F17Rik|5730420M11Rik|AA407739|I-2PP2A|StF-IT-1|TAF-I	SET nuclear oncogene	protein-coding
35.7	chr3	28612920	28617622	+	4291	NA	intron (NM_001163009, intron 18 of 30)	intron (NM_001163009, intron 18 of 30)	-82632	NM_031197	20526	Mm.18443	NM_031197	ENSMUSG00000027690	Slc2a2	AI266973|Glut-2|Glut2	solute carrier family 2 (facilitated glucose transporter), member 2	protein-coding
30.27	chr2	40952454	40952974	+	4290	NA	intron (NM_053011, intron 43 of 90)	intron (NM_053011, intron 43 of 90)	1494854	NR_105754	102465171		NR_105754	ENSMUSG00000098660	Mir6336	Gm27584|mmu-mir-6336	microRNA 6336	ncRNA
8.26	chr13	17968312	17970175	+	4289	NA	Intergenic	Intergenic	24108	NM_025904	67008	Mm.252918	NM_025904	ENSMUSG00000075054	Yae1d1	1600012F09Rik	Yae1 domain containing 1	protein-coding
9.27	chr6	33595235	33597510	+	4288	NA	intron (NM_009148, intron 10 of 17)	intron (NM_009148, intron 10 of 17)	347244	NM_001347089	20336	Mm.265512	NM_009148	ENSMUSG00000029763	Exoc4	C78892|Sec8|Sec8l1	exocyst complex component 4	protein-coding
26.4	chr3	52495325	52498695	+	4287	NA	Intergenic	Intergenic	-19954	NR_153344	102631981	Mm.394225	NR_153344		Gm30173	-	predicted gene, 30173	ncRNA
5.76-3	chr13	45651290	45652335	+	4286	NA	intron (NM_001199304, intron 5 of 6)	intron (NM_001199304, intron 5 of 6)	144368	NM_025508	66355	Mm.290802	NM_025508	ENSMUSG00000000253	Gmpr	2310004P21Rik|AV028449|GMPR 1	guanosine monophosphate reductase	protein-coding
10.98-2	chr18	47404716	47409165	+	4285	NA	Intergenic	Intergenic	-38070	NM_001311097	20358	Mm.40909	NM_018744	ENSMUSG00000019647	Sema6a	A730020P05Rik|AI851735|Sema6A-1|Semaq|VIa	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	protein-coding
38.48	chrX	12372259	12372567	+	4284	NA	Intergenic	Intergenic	-17417	NR_045321	100043946	Mm.211985	NR_045321	ENSMUSG00000087591	Gm14635	-	predicted gene 14635	ncRNA
7.16-4	chr18	5792654	5794046	+	4283	NA	Intergenic	L1_Mus2|LINE|L1	200703	NM_001360981	21417	Mm.3929	NM_011546	ENSMUSG00000024238	Zeb1	3110032K11Rik|AREB6|BZP|MEB1|Nil2|TCF-8|Tcf18|Tcf8|Tw|ZEB|Zfhep|Zfhx1a|Zfx1a|Zfx1ha|[delta]EF1	zinc finger E-box binding homeobox 1	protein-coding
11.8	chr14	20708402	20709913	+	4282	NA	intron (NM_001252081, intron 1 of 25)	RSINE1|SINE|B4	1605	NM_001252081	268721	Mm.275082	NM_027996	ENSMUSG00000021819	Zswim8	2310021P13Rik|4832404P21Rik|Kiaa0913|mKIAA0913	zinc finger SWIM-type containing 8	protein-coding
6.3	chr1	3382502	3385623	+	4281	NA	intron (NM_001011874, intron 2 of 2)	L1_Mus1|LINE|L1	287436	NM_001011874	497097	Mm.454496	NM_001011874	ENSMUSG00000051951	Xkr4	AY534250|Gm210|XRG4|mKIAA1889	X-linked Kx blood group related 4	protein-coding
4.24	chr13	59388027	59400244	+	4280	NA	Intergenic	MIR|SINE|MIR	150316	NM_001284221	67269	Mm.153008	NM_023328	ENSMUSG00000021557	Agtpbp1	1700020N17Rik|2310001G17Rik|2900054O13Rik|4930445M19Rik|5730402G09Rik|CCP1|Nna1|nmf243|pcd	ATP/GTP binding protein 1	protein-coding
34.09	chr10	62505461	62510348	+	4279	NA	promoter-TSS (NM_011157)	promoter-TSS (NM_011157)	-147	NM_011157	19073	Mm.338790	NM_011157	ENSMUSG00000020077	Srgn	Prg|Prg1|Sgc	serglycin	protein-coding
39.64	chr13	99405027	99405426	+	4278	NA	intron (NM_173757, intron 7 of 10)	intron (NM_173757, intron 7 of 10)	7600	NR_015515	320893	Mm.470842	NR_015515		6430562O15Rik	-	RIKEN cDNA 6430562O15 gene	ncRNA
32.86-2	chr9	8446246	8448066	+	4277	NA	Intergenic	L1Md_F3|LINE|L1	-96986	NM_001282086	22068	Mm.325086	NM_013838	ENSMUSG00000031997	Trpc6	AV025995|LLHWJM002|LLHWJM003|LLHWJM004|TRP-6|Trrp6|mtrp6	transient receptor potential cation channel, subfamily C, member 6	protein-coding
6.16-2	chr17	11357469	11358927	+	4276	NA	intron (NM_016694, intron 4 of 11)	intron (NM_016694, intron 4 of 11)	517839	NM_001317726	50873	Mm.311110	NM_016694	ENSMUSG00000023826	Prkn	Park2	parkin RBR E3 ubiquitin protein ligase	protein-coding
6.82	chr5	118955046	118957448	+	4275	NA	intron (NR_040694, intron 2 of 4)	URR1A|DNA|hAT-Charlie	3908	NR_040694	74627	Mm.410828	NR_040694	ENSMUSG00000107144	4930413E15Rik	-	RIKEN cDNA 4930413E15 gene	ncRNA
27.86	chr19	18824059	18825709	+	4274	NA	intron (NR_157571, intron 19 of 38)	intron (NR_157571, intron 19 of 38)	75154	NR_157571	225997	Mm.215171	NM_153417	ENSMUSG00000024727	Trpm6	CHAK2|TRPM6/CHAK2	transient receptor potential cation channel, subfamily M, member 6	protein-coding
16.27	chr8	84328220	84331381	+	4273	NA	Intergenic	Charlie20a|DNA|hAT-Charlie	-59398	NM_001294281	67736	Mm.30095	NM_026350	ENSMUSG00000004994	Ccdc130	4930527D15Rik|C77430	coiled-coil domain containing 130	protein-coding
9.9-2	chr5	75183270	75184358	+	4272	NA	3' UTR (NM_001347718, exon 16 of 16)	3' UTR (NM_001347718, exon 16 of 16)	6983	NR_105992	102465620		NR_105992	ENSMUSG00000099060	Mir7025	Gm27860|mmu-mir-7025	microRNA 7025	ncRNA
14.07-3	chr2	157003787	157005275	+	4271	NA	intron (NM_025853, intron 3 of 10)	intron (NM_025853, intron 3 of 10)	2544	NM_025853	66934	Mm.25410	NM_025853	ENSMUSG00000027635	Dsn1	1700022L09Rik|AW552447	DSN1 homolog, MIS12 kinetochore complex component	protein-coding
30.85	chr4	24965082	24966477	+	4270	NA	Intergenic	Intergenic	-7640	NM_030733	81006	Mm.160412	NM_030733	ENSMUSG00000040372	Gpr63	PSP24beta|Psp24-2	G protein-coupled receptor 63	protein-coding
28.08	chr4	118968186	118974280	+	4269	NA	Intergenic	Intergenic	9266	NM_133892	100470	Mm.26698	NM_133892	ENSMUSG00000024903	Lao1	AW990848	L-amino acid oxidase 1	protein-coding
14.32	chr16	65825696	65830319	+	4268	NA	exon (NM_001368760, exon 2 of 4)	exon (NM_001368760, exon 2 of 4)	12818	NM_001368761	73569	Mm.25670	NM_028572	ENSMUSG00000091243	Vgll3	1700110N18Rik|4832416J22|C80713|Vgl-3|Vito-2	vestigial like family member 3	protein-coding
50.0	chr2	59969574	59969958	+	4267	NA	intron (NM_001001182, intron 6 of 35)	intron (NM_001001182, intron 6 of 35)	-87160	NM_028118	72137	Mm.288734	NM_028118	ENSMUSG00000026988	Wdsub1	1700048E19Rik|2610014F08Rik	WD repeat, SAM and U-box domain containing 1	protein-coding
20.3	chr16	76537918	76538326	+	4266	NA	Intergenic	Intergenic	-10673	NR_155449	102632730		NR_155449		Gm30726	-	predicted gene, 30726	ncRNA
52.66	chr6	52524377	52524746	+	4265	NA	Intergenic	Intergenic	32110	NR_046049	74304	Mm.490579	NR_046049	ENSMUSG00000107895	1700094M24Rik	-	RIKEN cDNA 1700094M24 gene	ncRNA
5.91-2	chr17	19633503	19634302	+	4264	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	-26497	NM_001104564	224572	Mm.469856	NM_001104564	ENSMUSG00000095961	Vmn2r102	EG224572	vomeronasal 2, receptor 102	protein-coding
8.16-4	chr12	79522962	79525057	+	4263	NA	intron (NM_009014, intron 7 of 10)	intron (NM_009014, intron 7 of 10)	226658	NM_001252562	19363	Mm.341756	NM_009014	ENSMUSG00000059060	Rad51b	AI553500|R51H2|Rad51l1|mREC2	RAD51 paralog B	protein-coding
20.52-4	chr11	105211806	105214543	+	4262	NA	intron (NM_001112705, intron 6 of 21)	intron (NM_001112705, intron 6 of 21)	31647	NM_001294334	24086	Mm.126976	NM_011903	ENSMUSG00000020694	Tlk2	4933403M19Rik|PKU-alpha|PKUalpha|Tlk	tousled-like kinase 2 (Arabidopsis)	protein-coding
21.91-2	chr13	53092633	53093985	+	4261	NA	Intergenic	MTC|LTR|ERVL-MaLR	-112270	NM_017373	18030	Mm.136604	NM_017373	ENSMUSG00000056749	Nfil3	AV225605|E4BP4	nuclear factor, interleukin 3, regulated	protein-coding
17.28-2	chr17	50886234	50887485	+	4260	NA	intron (NM_028162, intron 13 of 21)	intron (NM_028162, intron 13 of 21)	188178	NM_001297747	12228	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding
30.41	chr10	129372474	129375157	+	4259	NA	Intergenic	Intergenic	-13820	NM_146729	258724	Mm.377657	NM_146729	ENSMUSG00000094347	Olfr784	MOR110-3	olfactory receptor 784	protein-coding
7.25	chr6	100207256	100210256	+	4258	NA	Intergenic	Intergenic	78602	NM_019743	56353	Mm.321633	NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding
5.61	chr8	63289640	63296796	+	4257	NA	intron (NM_023689, intron 7 of 11)	intron (NM_023689, intron 7 of 11)	341873	NM_023689	72902	Mm.334552	NM_023689	ENSMUSG00000054162	Spock3	2900045C01Rik|AI428471|mKIAA4039	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3	protein-coding
19.84	chr4	22418581	22419182	+	4256	NA	intron (NM_172988, intron 6 of 8)	intron (NM_172988, intron 6 of 8)	61338	NR_104380	269514	Mm.40708	NM_172988	ENSMUSG00000040410	Fbxl4	AI836810|FBL4|FBL5	F-box and leucine-rich repeat protein 4	protein-coding
16.56	chr11	102308997	102311492	+	4255	NA	exon (NM_001302955, exon 9 of 20)	exon (NM_001302955, exon 9 of 20)	6461	NM_001362545	21429	Mm.2845	NM_011551	ENSMUSG00000020923	Ubtf	A930005G04Rik|NOR-90|Tcfubf|UBF|UBF-1|UBF1	upstream binding transcription factor, RNA polymerase I	protein-coding
18.42-2	chr9	78117187	78118496	+	4254	NA	intron (NM_019987, intron 1 of 13)	intron (NM_019987, intron 1 of 13)	4603	NM_019987	56542	Mm.288719	NM_019987	ENSMUSG00000009828	Ick	2210420N10Rik|AI848300|Mrk	intestinal cell kinase	protein-coding
5.56	chr1	36075323	36078201	+	4253	NA	intron (NM_015818, intron 1 of 1)	intron (NM_015818, intron 1 of 1)	8362	NM_015818	50785	Mm.213566	NM_015818	ENSMUSG00000045216	Hs6st1	6Ost1	heparan sulfate 6-O-sulfotransferase 1	protein-coding
10.02-4	chr15	41746692	41748801	+	4252	NA	intron (NR_152565, intron 3 of 17)	L1MA4|LINE|L1	-41195	NM_001130165	170719	Mm.254267	NM_130885	ENSMUSG00000022307	Oxr1	2210416C20Rik|C7|C7B	oxidation resistance 1	protein-coding
8.91-3	chr3	57384653	57384854	+	4251	NA	Intergenic	Intergenic	-40657	NM_145539	229302	Mm.26618	NM_145539	ENSMUSG00000027801	Tm4sf4	Iltmp	transmembrane 4 superfamily member 4	protein-coding
8.12-2	chrX	166383885	166384979	+	4250	NA	intron (NM_023122, intron 6 of 6)	intron (NM_023122, intron 6 of 6)	39879	NM_001177955	14758	Mm.222320	NM_023122	ENSMUSG00000031342	Gpm6b	AI593561|Gpm6|M6B	glycoprotein m6b	protein-coding
38.41	chr11	30760566	30762951	+	4249	NA	Intergenic	MMERVK9E_I-int|LTR|ERVK	-10017	NM_134013	103554	Mm.240066	NM_134013	ENSMUSG00000040850	Psme4	AA409398|AU041366|TEMO|mKIAA0077	proteasome (prosome, macropain) activator subunit 4	protein-coding
33.47	chr2	11249386	11249793	+	4248	NA	intron (NM_008859, intron 8 of 17)	intron (NM_008859, intron 8 of 17)	77207	NM_008859	18761	Mm.329993	NM_008859	ENSMUSG00000026778	Prkcq	A130035A12Rik|AW494342|PKC-0|PKC-theta|PKCtheta|Pkcq	protein kinase C, theta	protein-coding
13.08	chr15	23491289	23492569	+	4247	NA	Intergenic	L1_Mus3|LINE|L1	455466	NM_001081299	320865	Mm.241965	NM_001081299	ENSMUSG00000040420	Cdh18	B230220E17Rik|Cdh14l|Tg(GFAP-APOE_i4)1Hol	cadherin 18	protein-coding
18.54	chr11	56192343	56193499	+	4246	NA	Intergenic	Intergenic	-151934	NM_153079	216749	Mm.213205	NM_153079	ENSMUSG00000037393	Nmur2	Nmu2r	neuromedin U receptor 2	protein-coding
16.5	chr11	18084423	18085859	+	4245	NA	Intergenic	RLTR17|LTR|ERVK	-10845	NR_131129	327872		NR_131129	ENSMUSG00000085453	Gm12018	-	predicted gene 12018	ncRNA
8.27-2	chr17	25567453	25572113	+	4244	NA	intron (NM_011447, intron 1 of 2)	intron (NM_011447, intron 1 of 2)	903	NM_011447	20681	Mm.258220	NM_011447	ENSMUSG00000024176	Sox8	-	SRY (sex determining region Y)-box 8	protein-coding
6.56	chr10	74794092	74810717	+	4243	NA	Intergenic	L1Md_T|LINE|L1	-164773	NM_010311	14687	Mm.32595	NM_010311	ENSMUSG00000040009	Gnaz	AI847979|Gz	guanine nucleotide binding protein, alpha z subunit	protein-coding
41.72	chr15	77878600	77880130	+	4242	NA	Intergenic	Intergenic	-37190	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding
39.6-2	chr12	40261626	40262746	+	4241	NA	Intergenic	Intergenic	38822	NR_045157	629820	Mm.435540	NR_045157	ENSMUSG00000035983	Gm7008	EG629820	predicted gene 7008	ncRNA
13.22	chrX	132305495	132305995	+	4240	NA	Intergenic	Lx|LINE|L1	-1382035	NR_153117	102632590	Mm.403836	NR_153117	ENSMUSG00000096978	Gm26851	-	predicted gene, 26851	ncRNA
10.54-3	chr2	164767199	164768149	+	4239	NA	intron (NM_133763, intron 11 of 12)	intron (NM_133763, intron 11 of 12)	-2255	NM_026785	68612	Mm.89830	NM_026785	ENSMUSG00000001403	Ube2c	1110015A16Rik|D2Ertd695e	ubiquitin-conjugating enzyme E2C	protein-coding
34.96-3	chr5	37105491	37106479	+	4238	NA	intron (NM_001347348, intron 6 of 20)	intron (NM_001347348, intron 6 of 20)	20749	NM_001347348	76071	Mm.85280	NM_178394	ENSMUSG00000063646	Jakmip1	5830437M04Rik|C330021K24Rik|Gababrbp|Marlin-1	janus kinase and microtubule interacting protein 1	protein-coding
11.38	chr17	43042775	43044867	+	4237	NA	intron (NM_178589, intron 3 of 5)	intron (NM_178589, intron 3 of 5)	27266	NM_178589	94185	Mm.200792	NM_178589	ENSMUSG00000023915	Tnfrsf21	AA959878|DR6|R74815|TR7	tumor necrosis factor receptor superfamily, member 21	protein-coding
38.18	chrX	95914900	95917809	+	4236	NA	intron (NM_001034907, intron 5 of 8)	L1_Mus1|LINE|L1	40620	NM_152822	76130	Mm.274318	NM_152822	ENSMUSG00000057421	Las1l	1810030A06Rik|5830482G23Rik	LAS1-like (S. cerevisiae)	protein-coding
14.31	chr10	58596210	58600208	+	4235	NA	Intergenic	Intergenic	77487	NM_010100	13608	Mm.174523	NM_010100	ENSMUSG00000003227	Edar	ED1R|ED3|ED5|EDA-A1R|EDA3|dl	ectodysplasin-A receptor	protein-coding
18.62-3	chr3	149141662	149144308	+	4234	NA	Intergenic	ORR1B1|LTR|ERVL-MaLR	-131752	NR_040591	381482	Mm.393866	NR_040591		Gm1653	-	predicted gene 1653	ncRNA
8.93-2	chr6	45721460	45722127	+	4233	NA	intron (NM_001004357, intron 3 of 23)	B3A|SINE|B2	661732	NM_001004357	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
21.08	chr15	9602170	9604032	+	4231	NA	intron (NM_001305042, intron 30 of 36)	L1MA5|LINE|L1	-73225	NM_008372	16197	Mm.389	NM_008372	ENSMUSG00000003882	Il7r	CD127|IL-7Ralpha	interleukin 7 receptor	protein-coding
6.27	chr1	167181246	167182758	+	4230	NA	Intergenic	B1_Mus1|SINE|Alu	103125	NM_030724	80914	Mm.280895	NM_030724	ENSMUSG00000026558	Uck2	AA407809|AI481316|AU018180|AU020720|TSA903|UK|UMK|Umpk	uridine-cytidine kinase 2	protein-coding
60.86-2	chr1	192946095	192947722	+	4229	NA	intron (NM_181546, intron 4 of 7)	intron (NM_181546, intron 4 of 7)	88867	NM_181546	329324	Mm.76710	NM_181546	ENSMUSG00000016200	Syt14	B230320I09Rik|sytXIV	synaptotagmin XIV	protein-coding
10.71-3	chr2	29040225	29040582	+	4228	NA	intron (NM_001166705, intron 1 of 5)	intron (NM_001166705, intron 1 of 5)	14663	NM_001166705	329375	Mm.425079	NM_001085514	ENSMUSG00000079502	Cfap77	1700101E01Rik|Gm823	cilia and flagella associated protein 77	protein-coding
22.6	chr13	94728537	94730398	+	4227	NA	Intergenic	Intergenic	-59453	NM_009321	21371	Mm.379025	NM_009321	ENSMUSG00000042043	Tbca	Tbca13	tubulin cofactor A	protein-coding
27.04-2	chr15	5918424	5921043	+	4226	NA	Intergenic	Intergenic	124971	NR_155429	105245876	Mm.128197	NR_155428		Gm41259	-	predicted gene, 41259	ncRNA
34.02	chr12	86656875	86658485	+	4225	NA	Intergenic	Intergenic	-21020	NM_177354	238328	Mm.216101	NM_177354	ENSMUSG00000021256	Vash1	AI834978|D930046M13Rik|G630009D10Rik|TTCP 1	vasohibin 1	protein-coding
16.65	chr5	87011454	87015426	+	4224	NA	TTS (NM_172881)	TTS (NM_172881)	12580	NM_172881	243085	Mm.312095	NM_172881	ENSMUSG00000035811	Ugt2b35	C730031G17	UDP glucuronosyltransferase 2 family, polypeptide B35	protein-coding
30.73-3	chr9	17920638	17922148	+	4223	NA	Intergenic	Lx9|LINE|L1	-370874	NM_025844	66917	Mm.103534	NM_025844	ENSMUSG00000001774	Chordc1	1110001O09Rik|AA409036|Chp-1|morgana	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	protein-coding
14.09-2	chr9	73435192	73436459	+	4222	NA	Intergenic	Charlie7|DNA|hAT-Charlie	322356	NM_198609	225215	Mm.379366	NM_198609	ENSMUSG00000032215	Rsl24d1	2410159K22Rik	ribosomal L24 domain containing 1	protein-coding
7.36-3	chr4	26664178	26666698	+	4221	NA	intron (NR_040656, intron 2 of 2)	Lx8b|LINE|L1	40011	NR_040656	75360	Mm.67233	NR_040656	ENSMUSG00000086257	4930548K13Rik	-	RIKEN cDNA 4930548K13 gene	ncRNA
